flight_id,aircraft_type,arrival_time,scheduled_departure,position,passenger_count,is_international,arrival_delay_minutes,actual_arrival,equipment_failure,failed_task,date,day_of_week,is_weekend
FL01090028,A350,2024-01-09 08:43:05,2024-01-09 10:25:05,terminal_C_gate_4,366,True,1.6727100790900618,2024-01-09 08:44:45.362604746,False,,2024-01-09,Tuesday,False
FL01090090,B737,2024-01-09 08:47:28,2024-01-09 09:41:28,terminal_A_gate_10,189,True,6.822166898470432,2024-01-09 08:54:17.330013910,False,,2024-01-09,Tuesday,False
FL01090029,B777,2024-01-09 08:49:48,2024-01-09 10:37:48,terminal_B_gate_9,396,True,8.96941420946267,2024-01-09 08:58:46.164852570,False,,2024-01-09,Tuesday,False
FL01090128,A321,2024-01-09 08:56:28,2024-01-09 09:56:28,terminal_B_gate_4,220,False,24.05887687687091,2024-01-09 09:20:31.532612614,False,,2024-01-09,Tuesday,False
FL01090024,B737,2024-01-09 08:56:56,2024-01-09 09:50:56,remote_stand_4,189,True,3.762234054634763,2024-01-09 09:00:41.734043276,False,,2024-01-09,Tuesday,False
FL01090065,A320,2024-01-09 08:59:38,2024-01-09 09:53:38,terminal_A_gate_9,180,False,4.56550398926919,2024-01-09 09:04:11.930239358,False,,2024-01-09,Tuesday,False
FL01090079,B737,2024-01-09 09:25:47,2024-01-09 10:19:47,remote_stand_13,189,True,15.060335214120176,2024-01-09 09:40:50.620112846,False,,2024-01-09,Tuesday,False
FL01090006,B777,2024-01-09 09:30:46,2024-01-09 11:18:46,terminal_A_gate_7,396,False,12.810057404299169,2024-01-09 09:43:34.603444258,False,,2024-01-09,Tuesday,False
FL01090005,A350,2024-01-09 09:37:06,2024-01-09 11:19:06,terminal_B_gate_3,366,True,0.8784502681425499,2024-01-09 09:37:58.707016086,False,,2024-01-09,Tuesday,False
FL01090039,A350,2024-01-09 10:38:55,2024-01-09 12:20:55,terminal_C_gate_5,366,False,5.711457683738472,2024-01-09 10:44:37.687461022,False,,2024-01-09,Tuesday,False
FL01090061,B737,2024-01-09 10:53:27,2024-01-09 11:47:27,terminal_A_gate_12,189,True,9.697497542060846,2024-01-09 11:03:08.849852526,False,,2024-01-09,Tuesday,False
FL01090112,A320,2024-01-09 10:55:08,2024-01-09 11:49:08,terminal_D_gate_5,180,True,8.725127025768515,2024-01-09 11:03:51.507621548,False,,2024-01-09,Tuesday,False
FL01090022,B737,2024-01-09 11:19:23,2024-01-09 12:13:23,remote_stand_9,189,False,4.490683134306941,2024-01-09 11:23:52.440988058,False,,2024-01-09,Tuesday,False
FL01090027,B737,2024-01-09 11:27:22,2024-01-09 12:21:22,terminal_D_gate_1,189,True,4.622029710147859,2024-01-09 11:31:59.321782606,False,,2024-01-09,Tuesday,False
FL01090036,B777,2024-01-09 11:33:18,2024-01-09 13:21:18,terminal_A_gate_3,396,True,3.718636168518529,2024-01-09 11:37:01.118170110,False,,2024-01-09,Tuesday,False
FL01090016,A320,2024-01-09 11:47:46,2024-01-09 12:41:46,terminal_C_gate_5,180,True,8.694988297836103,2024-01-09 11:56:27.699297868,False,,2024-01-09,Tuesday,False
FL01090044,B777,2024-01-09 11:49:17,2024-01-09 13:37:17,terminal_B_gate_2,396,True,30.435359791097664,2024-01-09 12:19:43.121587466,False,,2024-01-09,Tuesday,False
FL01090080,A320,2024-01-09 11:59:24,2024-01-09 12:53:24,terminal_B_gate_6,180,True,3.454890839207459,2024-01-09 12:02:51.293450352,False,,2024-01-09,Tuesday,False
FL01090071,A350,2024-01-09 12:00:50,2024-01-09 13:42:50,terminal_B_gate_7,366,True,2.6580446513279803,2024-01-09 12:03:29.482679078,False,,2024-01-09,Tuesday,False
FL01090015,A320,2024-01-09 12:20:10,2024-01-09 13:14:10,terminal_C_gate_1,180,False,14.793013811308606,2024-01-09 12:34:57.580828678,False,,2024-01-09,Tuesday,False
FL01090041,B737,2024-01-09 12:47:57,2024-01-09 13:41:57,remote_stand_7,189,True,17.434305079343943,2024-01-09 13:05:23.058304758,False,,2024-01-09,Tuesday,False
FL01090046,A320,2024-01-09 13:00:21,2024-01-09 13:54:21,terminal_A_gate_2,180,True,8.551149187801618,2024-01-09 13:08:54.068951268,False,,2024-01-09,Tuesday,False
FL01090025,A320,2024-01-09 13:00:26,2024-01-09 13:54:26,terminal_A_gate_9,180,False,26.24825621459695,2024-01-09 13:26:40.895372876,False,,2024-01-09,Tuesday,False
FL01090070,B737,2024-01-09 13:03:49,2024-01-09 13:57:49,remote_stand_7,189,True,25.44142032175923,2024-01-09 13:29:15.485219308,False,,2024-01-09,Tuesday,False
FL01090012,A350,2024-01-09 13:04:25,2024-01-09 14:46:25,terminal_D_gate_1,366,False,4.572819594262341,2024-01-09 13:08:59.369175658,False,,2024-01-09,Tuesday,False
FL01090124,A320,2024-01-09 13:05:57,2024-01-09 13:59:57,remote_stand_1,180,False,3.908491220758008,2024-01-09 13:09:51.509473248,False,,2024-01-09,Tuesday,False
FL01090004,A320,2024-01-09 13:09:16,2024-01-09 14:03:16,remote_stand_5,180,True,18.40764217630362,2024-01-09 13:27:40.458530578,False,,2024-01-09,Tuesday,False
FL01090014,A350,2024-01-09 13:09:32,2024-01-09 14:51:32,terminal_A_gate_8,366,False,10.461590411258113,2024-01-09 13:19:59.695424678,False,,2024-01-09,Tuesday,False
FL01090082,A320,2024-01-09 13:14:16,2024-01-09 14:08:16,terminal_D_gate_1,180,False,6.426790157564687,2024-01-09 13:20:41.607409456,False,,2024-01-09,Tuesday,False
FL01090052,A320,2024-01-09 13:24:21,2024-01-09 14:18:21,terminal_A_gate_8,180,False,4.872018633243279,2024-01-09 13:29:13.321117992,False,,2024-01-09,Tuesday,False
FL01090017,B777,2024-01-09 13:24:43,2024-01-09 15:12:43,terminal_C_gate_4,396,False,14.03006521644726,2024-01-09 13:38:44.803912984,False,,2024-01-09,Tuesday,False
FL01090114,A321,2024-01-09 13:25:44,2024-01-09 14:25:44,terminal_D_gate_2,220,False,40.442450533736654,2024-01-09 14:06:10.547032022,False,,2024-01-09,Tuesday,False
FL01090011,A320,2024-01-09 13:37:48,2024-01-09 14:31:48,terminal_C_gate_6,180,True,13.278221492060338,2024-01-09 13:51:04.693289526,True,refueling,2024-01-09,Tuesday,False
FL01090031,A320,2024-01-09 13:37:49,2024-01-09 14:31:49,terminal_B_gate_4,180,True,11.14379613860195,2024-01-09 13:48:57.627768316,False,,2024-01-09,Tuesday,False
FL01090062,B737,2024-01-09 13:40:51,2024-01-09 14:34:51,terminal_A_gate_6,189,True,2.1864482821628464,2024-01-09 13:43:02.186896932,False,,2024-01-09,Tuesday,False
FL01090123,B777,2024-01-09 13:45:54,2024-01-09 15:33:54,terminal_A_gate_1,396,True,2.335535459941382,2024-01-09 13:48:14.132127594,False,,2024-01-09,Tuesday,False
FL01090064,A350,2024-01-09 13:47:21,2024-01-09 15:29:21,terminal_B_gate_4,366,True,9.96788769944541,2024-01-09 13:57:19.073261964,False,,2024-01-09,Tuesday,False
FL01090059,A350,2024-01-09 13:49:26,2024-01-09 15:31:26,terminal_A_gate_4,366,True,11.861831143200934,2024-01-09 14:01:17.709868592,False,,2024-01-09,Tuesday,False
FL01090076,B737,2024-01-09 13:57:00,2024-01-09 14:51:00,terminal_A_gate_1,189,False,4.196998213885525,2024-01-09 14:01:11.819892834,False,,2024-01-09,Tuesday,False
FL01090092,A320,2024-01-09 13:58:08,2024-01-09 14:52:08,terminal_D_gate_2,180,True,2.1258610829420146,2024-01-09 14:00:15.551664974,False,,2024-01-09,Tuesday,False
FL01090021,B737,2024-01-09 13:59:28,2024-01-09 14:53:28,terminal_A_gate_11,189,False,5.64701816060036,2024-01-09 14:05:06.821089636,False,,2024-01-09,Tuesday,False
FL01090078,A320,2024-01-09 14:12:44,2024-01-09 15:06:44,remote_stand_12,180,False,7.613039286393793,2024-01-09 14:20:20.782357184,True,refueling,2024-01-09,Tuesday,False
FL01090117,A321,2024-01-09 14:16:08,2024-01-09 15:16:08,terminal_B_gate_10,220,True,22.392163473543878,2024-01-09 14:38:31.529808410,False,,2024-01-09,Tuesday,False
FL01090010,B737,2024-01-09 14:17:03,2024-01-09 15:11:03,terminal_A_gate_6,189,True,2.835300427898768,2024-01-09 14:19:53.118025674,False,,2024-01-09,Tuesday,False
FL01090084,B737,2024-01-09 14:27:47,2024-01-09 15:21:47,remote_stand_6,189,False,12.47914167207046,2024-01-09 14:40:15.748500326,False,,2024-01-09,Tuesday,False
FL01090056,B737,2024-01-09 14:32:30,2024-01-09 15:26:30,terminal_D_gate_2,189,True,4.373798768670362,2024-01-09 14:36:52.427926122,False,,2024-01-09,Tuesday,False
FL01090107,A320,2024-01-09 14:42:02,2024-01-09 15:36:02,remote_stand_9,180,True,5.022529112107627,2024-01-09 14:47:03.351746726,False,,2024-01-09,Tuesday,False
FL01090125,A320,2024-01-09 14:44:49,2024-01-09 15:38:49,terminal_D_gate_2,180,True,5.581813026910619,2024-01-09 14:50:23.908781614,False,,2024-01-09,Tuesday,False
FL01090068,A321,2024-01-09 15:03:14,2024-01-09 16:03:14,terminal_D_gate_3,220,True,14.35276948381781,2024-01-09 15:17:35.166169028,False,,2024-01-09,Tuesday,False
FL01090050,B737,2024-01-09 15:19:44,2024-01-09 16:13:44,terminal_B_gate_6,189,False,3.5382090402425694,2024-01-09 15:23:16.292542412,False,,2024-01-09,Tuesday,False
FL01090034,A321,2024-01-09 15:24:22,2024-01-09 16:24:22,remote_stand_13,220,True,9.331053792608767,2024-01-09 15:33:41.863227556,False,,2024-01-09,Tuesday,False
FL01090089,B737,2024-01-09 15:26:17,2024-01-09 16:20:17,terminal_C_gate_6,189,True,0.9249674914354317,2024-01-09 15:27:12.498049484,False,,2024-01-09,Tuesday,False
FL01090047,A321,2024-01-09 15:42:59,2024-01-09 16:42:59,terminal_A_gate_6,220,True,5.199396398988481,2024-01-09 15:48:10.963783940,False,,2024-01-09,Tuesday,False
FL01090042,B737,2024-01-09 16:11:19,2024-01-09 17:05:19,remote_stand_12,189,False,2.204321799190626,2024-01-09 16:13:31.259307952,True,catering,2024-01-09,Tuesday,False
FL01090018,A320,2024-01-09 16:11:58,2024-01-09 17:05:58,terminal_A_gate_7,180,True,1.8575025647472465,2024-01-09 16:13:49.450153882,False,,2024-01-09,Tuesday,False
FL01090032,B737,2024-01-09 16:15:55,2024-01-09 17:09:55,terminal_A_gate_3,189,False,6.482471006730515,2024-01-09 16:22:23.948260402,True,refueling,2024-01-09,Tuesday,False
FL01090119,A350,2024-01-09 16:16:34,2024-01-09 17:58:34,terminal_C_gate_8,366,True,3.1242258024763734,2024-01-09 16:19:41.453548150,False,,2024-01-09,Tuesday,False
FL01090087,A321,2024-01-09 16:19:28,2024-01-09 17:19:28,remote_stand_7,220,False,12.602341480534534,2024-01-09 16:32:04.140488830,False,,2024-01-09,Tuesday,False
FL01090037,B737,2024-01-09 16:30:34,2024-01-09 17:24:34,terminal_C_gate_3,189,True,4.535062763487375,2024-01-09 16:35:06.103765810,False,,2024-01-09,Tuesday,False
FL01090098,B737,2024-01-09 17:22:44,2024-01-09 18:16:44,terminal_A_gate_12,189,True,9.285659734203957,2024-01-09 17:32:01.139584052,False,,2024-01-09,Tuesday,False
FL01090057,B737,2024-01-09 17:33:47,2024-01-09 18:27:47,remote_stand_10,189,False,8.953371422089695,2024-01-09 17:42:44.202285326,False,,2024-01-09,Tuesday,False
FL01090033,B737,2024-01-09 17:46:08,2024-01-09 18:40:08,terminal_B_gate_3,189,True,18.267696840667597,2024-01-09 18:04:24.061810442,False,,2024-01-09,Tuesday,False
FL01090054,A320,2024-01-09 18:05:24,2024-01-09 18:59:24,terminal_A_gate_9,180,True,17.23355715686519,2024-01-09 18:22:38.013429414,False,,2024-01-09,Tuesday,False
FL01090103,B777,2024-01-09 18:11:19,2024-01-09 19:59:19,terminal_A_gate_4,396,True,17.101580450957393,2024-01-09 18:28:25.094827060,False,,2024-01-09,Tuesday,False
FL01090000,A320,2024-01-09 18:18:14,2024-01-09 19:12:14,remote_stand_13,180,True,19.257472483283838,2024-01-09 18:37:29.448348998,False,,2024-01-09,Tuesday,False
FL01090073,A350,2024-01-09 18:18:29,2024-01-09 20:00:29,terminal_C_gate_2,366,True,9.072803473598714,2024-01-09 18:27:33.368208416,False,,2024-01-09,Tuesday,False
FL01090023,A320,2024-01-09 18:19:49,2024-01-09 19:13:49,terminal_A_gate_8,180,True,5.169296238485676,2024-01-09 18:24:59.157774310,False,,2024-01-09,Tuesday,False
FL01090013,B777,2024-01-09 18:20:06,2024-01-09 20:08:06,terminal_D_gate_1,396,False,7.657241210918158,2024-01-09 18:27:45.434472654,False,,2024-01-09,Tuesday,False
FL01090105,A321,2024-01-09 18:29:22,2024-01-09 19:29:22,terminal_A_gate_7,220,True,9.321843465773776,2024-01-09 18:38:41.310607948,False,,2024-01-09,Tuesday,False
FL01090026,A321,2024-01-09 18:33:01,2024-01-09 19:33:01,terminal_B_gate_10,220,False,8.605096069216131,2024-01-09 18:41:37.305764152,False,,2024-01-09,Tuesday,False
FL01090120,B737,2024-01-09 18:39:22,2024-01-09 19:33:22,terminal_B_gate_4,189,True,5.523562332964192,2024-01-09 18:44:53.413739980,False,,2024-01-09,Tuesday,False
FL01090110,B737,2024-01-09 18:40:00,2024-01-09 19:34:00,terminal_B_gate_5,189,True,23.9855279135783,2024-01-09 19:03:59.131674816,False,,2024-01-09,Tuesday,False
FL01090085,A321,2024-01-09 18:49:36,2024-01-09 19:49:36,remote_stand_10,220,True,6.191520924959164,2024-01-09 18:55:47.491255500,False,,2024-01-09,Tuesday,False
FL01090099,A320,2024-01-09 18:50:35,2024-01-09 19:44:35,terminal_B_gate_8,180,True,6.4045063961408015,2024-01-09 18:56:59.270383766,False,,2024-01-09,Tuesday,False
FL01090111,A320,2024-01-09 19:03:57,2024-01-09 19:57:57,remote_stand_7,180,True,10.078085431994658,2024-01-09 19:14:01.685125920,False,,2024-01-09,Tuesday,False
FL01090121,A321,2024-01-09 19:04:23,2024-01-09 20:04:23,terminal_C_gate_3,220,True,21.6750027651749,2024-01-09 19:26:03.500165912,False,,2024-01-09,Tuesday,False
FL01090069,A321,2024-01-09 19:11:55,2024-01-09 20:11:55,terminal_D_gate_6,220,True,3.442173674181539,2024-01-09 19:15:21.530420452,False,,2024-01-09,Tuesday,False
FL01090063,A350,2024-01-09 19:13:25,2024-01-09 20:55:25,terminal_C_gate_7,366,False,11.98308006354402,2024-01-09 19:25:23.984803810,False,,2024-01-09,Tuesday,False
FL01090075,A320,2024-01-09 19:27:31,2024-01-09 20:21:31,terminal_C_gate_3,180,True,1.0284128279240816,2024-01-09 19:28:32.704769674,False,,2024-01-09,Tuesday,False
FL01090093,A320,2024-01-09 19:28:00,2024-01-09 20:22:00,terminal_A_gate_11,180,True,1.572629752858167,2024-01-09 19:29:34.357785173,False,,2024-01-09,Tuesday,False
FL01090003,A320,2024-01-09 19:34:41,2024-01-09 20:28:41,remote_stand_6,180,False,11.625493490005352,2024-01-09 19:46:18.529609400,False,,2024-01-09,Tuesday,False
FL01090045,B737,2024-01-09 19:35:08,2024-01-09 20:29:08,terminal_B_gate_2,189,True,7.074540331793421,2024-01-09 19:42:12.472419908,True,catering,2024-01-09,Tuesday,False
FL01090108,A320,2024-01-09 19:42:11,2024-01-09 20:36:11,terminal_A_gate_5,180,True,8.6752423990408,2024-01-09 19:50:51.514543940,False,,2024-01-09,Tuesday,False
FL01090040,A321,2024-01-09 19:49:54,2024-01-09 20:49:54,terminal_A_gate_5,220,True,8.447745859379332,2024-01-09 19:58:20.864751564,False,,2024-01-09,Tuesday,False
FL01090043,B737,2024-01-09 19:54:11,2024-01-09 20:48:11,terminal_A_gate_5,189,True,4.809364874634029,2024-01-09 19:58:59.561892476,False,,2024-01-09,Tuesday,False
FL01090127,B737,2024-01-09 19:59:05,2024-01-09 20:53:05,terminal_B_gate_10,189,True,3.0577102665340345,2024-01-09 20:02:08.462615990,False,,2024-01-09,Tuesday,False
FL01090097,B737,2024-01-09 20:00:00,2024-01-09 20:54:00,remote_stand_2,189,True,7.247896397466044,2024-01-09 20:07:14.873783850,False,,2024-01-09,Tuesday,False
FL01090096,B737,2024-01-09 20:18:47,2024-01-09 21:12:47,terminal_B_gate_4,189,True,5.622708539217742,2024-01-09 20:24:24.362512352,False,,2024-01-09,Tuesday,False
FL01090038,A320,2024-01-09 20:31:10,2024-01-09 21:25:10,terminal_C_gate_2,180,True,6.314337413420001,2024-01-09 20:37:28.860244804,False,,2024-01-09,Tuesday,False
FL01090066,A320,2024-01-09 20:34:58,2024-01-09 21:28:58,terminal_B_gate_7,180,False,5.910092949056632,2024-01-09 20:40:52.605576946,True,catering,2024-01-09,Tuesday,False
FL01090109,A321,2024-01-09 20:39:16,2024-01-09 21:39:16,remote_stand_5,220,True,3.834472062997452,2024-01-09 20:43:06.068323780,False,,2024-01-09,Tuesday,False
FL01090083,A350,2024-01-09 20:47:31,2024-01-09 22:29:31,terminal_A_gate_2,366,True,30.710825536244798,2024-01-09 21:18:13.649532172,False,,2024-01-09,Tuesday,False
FL01090122,A320,2024-01-09 20:52:15,2024-01-09 21:46:15,terminal_A_gate_2,180,True,3.011668217758098,2024-01-09 20:55:15.700093068,False,,2024-01-09,Tuesday,False
FL01090116,B777,2024-01-09 20:52:40,2024-01-09 22:40:40,terminal_C_gate_6,396,True,0.310861414928588,2024-01-09 20:52:58.651684894,False,,2024-01-09,Tuesday,False
FL01090007,A321,2024-01-09 21:05:56,2024-01-09 22:05:56,terminal_B_gate_2,220,True,12.818798795104396,2024-01-09 21:18:45.127927706,False,,2024-01-09,Tuesday,False
FL01090077,B777,2024-01-09 21:08:14,2024-01-09 22:56:14,terminal_A_gate_12,396,False,11.013827087434567,2024-01-09 21:19:14.829625244,False,,2024-01-09,Tuesday,False
FL01090067,B737,2024-01-09 21:11:14,2024-01-09 22:05:14,terminal_D_gate_5,189,False,6.345570642390276,2024-01-09 21:17:34.734238544,False,,2024-01-09,Tuesday,False
FL01090048,A321,2024-01-09 21:11:30,2024-01-09 22:11:30,terminal_D_gate_3,220,True,2.6674689299129635,2024-01-09 21:14:10.048135794,False,,2024-01-09,Tuesday,False
FL01090104,A320,2024-01-09 21:14:46,2024-01-09 22:08:46,terminal_C_gate_2,180,False,10.996405986324786,2024-01-09 21:25:45.784359178,False,,2024-01-09,Tuesday,False
FL01090020,B737,2024-01-09 21:42:01,2024-01-09 22:36:01,remote_stand_8,189,True,23.281821790789145,2024-01-09 22:05:17.909307448,False,,2024-01-09,Tuesday,False
FL01090088,A320,2024-01-09 21:53:17,2024-01-09 22:47:17,terminal_D_gate_5,180,False,23.161487004727746,2024-01-09 22:16:26.689220282,False,,2024-01-09,Tuesday,False
FL01090100,A320,2024-01-09 21:57:27,2024-01-09 22:51:27,remote_stand_5,180,True,1.275458675468839,2024-01-09 21:58:43.527520530,True,catering,2024-01-09,Tuesday,False
FL01090086,A320,2024-01-09 22:03:00,2024-01-09 22:57:00,terminal_B_gate_6,180,True,12.309401473962735,2024-01-09 22:15:18.564088440,False,,2024-01-09,Tuesday,False
FL01090118,A321,2024-01-09 22:19:00,2024-01-09 23:19:00,remote_stand_8,220,False,13.730088762073871,2024-01-09 22:32:43.805325726,False,,2024-01-09,Tuesday,False
FL01090051,B777,2024-01-09 22:36:28,2024-01-10 00:24:28,terminal_A_gate_9,396,True,4.5913896393058815,2024-01-09 22:41:03.483378358,False,,2024-01-09,Tuesday,False
FL01090115,A320,2024-01-09 22:38:19,2024-01-09 23:32:19,terminal_A_gate_8,180,True,15.650798646040728,2024-01-09 22:53:58.047918760,False,,2024-01-09,Tuesday,False
FL01090049,A320,2024-01-09 22:58:27,2024-01-09 23:52:27,remote_stand_8,180,True,13.466162490157325,2024-01-09 23:11:54.969749412,True,catering,2024-01-09,Tuesday,False
FL01100029,B777,2024-01-10 06:00:36,2024-01-10 07:48:36,terminal_A_gate_11,396,True,3.6873908066394727,2024-01-10 06:04:17.243448396,False,,2024-01-10,Wednesday,False
FL01100094,A320,2024-01-10 06:02:16,2024-01-10 06:56:16,terminal_D_gate_2,180,False,15.308773377015978,2024-01-10 06:17:34.526402620,False,,2024-01-10,Wednesday,False
FL01100110,B777,2024-01-10 06:12:38,2024-01-10 08:00:38,terminal_B_gate_8,396,False,5.913670779870773,2024-01-10 06:18:32.820246794,False,,2024-01-10,Wednesday,False
FL01100014,B737,2024-01-10 06:13:29,2024-01-10 07:07:29,terminal_A_gate_8,189,True,3.7111737896894725,2024-01-10 06:17:11.670427382,False,,2024-01-10,Wednesday,False
FL01100028,B737,2024-01-10 06:15:24,2024-01-10 07:09:24,terminal_C_gate_2,189,False,1.8876103421137387,2024-01-10 06:17:17.256620526,False,,2024-01-10,Wednesday,False
FL01100012,B737,2024-01-10 06:20:13,2024-01-10 07:14:13,terminal_A_gate_12,189,False,28.784480840651526,2024-01-10 06:49:00.068850442,False,,2024-01-10,Wednesday,False
FL01100044,A320,2024-01-10 06:24:38,2024-01-10 07:18:38,terminal_A_gate_4,180,True,29.583584632440814,2024-01-10 06:54:13.015077944,False,,2024-01-10,Wednesday,False
FL01100095,A320,2024-01-10 06:40:40,2024-01-10 07:34:40,terminal_A_gate_6,180,True,6.583920062223027,2024-01-10 06:47:15.035203732,False,,2024-01-10,Wednesday,False
FL01100018,A321,2024-01-10 06:41:17,2024-01-10 07:41:17,terminal_D_gate_3,220,True,5.367258591179606,2024-01-10 06:46:39.035515472,False,,2024-01-10,Wednesday,False
FL01100098,B737,2024-01-10 06:44:23,2024-01-10 07:38:23,remote_stand_3,189,False,4.111237987504815,2024-01-10 06:48:29.674279250,False,,2024-01-10,Wednesday,False
FL01100104,B777,2024-01-10 06:47:28,2024-01-10 08:35:28,terminal_B_gate_6,396,True,5.136257397198671,2024-01-10 06:52:36.175443831,False,,2024-01-10,Wednesday,False
FL01100091,B737,2024-01-10 07:00:10,2024-01-10 07:54:10,terminal_B_gate_3,189,True,1.5308075903025031,2024-01-10 07:01:41.848455418,False,,2024-01-10,Wednesday,False
FL01100082,A320,2024-01-10 07:02:24,2024-01-10 07:56:24,terminal_C_gate_6,180,False,8.686394017935017,2024-01-10 07:11:05.183641074,False,,2024-01-10,Wednesday,False
FL01100000,A321,2024-01-10 07:15:28,2024-01-10 08:15:28,terminal_B_gate_9,220,True,5.708245388123277,2024-01-10 07:21:10.494723286,True,refueling,2024-01-10,Wednesday,False
FL01100100,B737,2024-01-10 07:16:13,2024-01-10 08:10:13,terminal_C_gate_2,189,True,9.933993149281658,2024-01-10 07:26:09.039588958,True,catering,2024-01-10,Wednesday,False
FL01100005,A320,2024-01-10 07:24:33,2024-01-10 08:18:33,remote_stand_6,180,True,19.162433703893488,2024-01-10 07:43:42.746022234,False,,2024-01-10,Wednesday,False
FL01100042,B737,2024-01-10 07:28:07,2024-01-10 08:22:07,terminal_B_gate_4,189,False,17.190087378547457,2024-01-10 07:45:18.405242710,False,,2024-01-10,Wednesday,False
FL01100030,A321,2024-01-10 07:29:04,2024-01-10 08:29:04,remote_stand_1,220,False,7.8031564062202445,2024-01-10 07:36:52.189384372,False,,2024-01-10,Wednesday,False
FL01100060,A321,2024-01-10 07:35:04,2024-01-10 08:35:04,remote_stand_15,220,True,8.497453923289536,2024-01-10 07:43:33.847235398,False,,2024-01-10,Wednesday,False
FL01100004,A320,2024-01-10 07:35:09,2024-01-10 08:29:09,remote_stand_4,180,False,11.064444846892776,2024-01-10 07:46:12.866690814,False,,2024-01-10,Wednesday,False
FL01100041,A320,2024-01-10 07:57:31,2024-01-10 08:51:31,terminal_A_gate_4,180,True,8.512434999326343,2024-01-10 08:06:01.746099958,False,,2024-01-10,Wednesday,False
FL01100054,B737,2024-01-10 07:57:47,2024-01-10 08:51:47,remote_stand_13,189,False,36.874363437488086,2024-01-10 08:34:39.461806250,False,,2024-01-10,Wednesday,False
FL01100016,A321,2024-01-10 08:09:47,2024-01-10 09:09:47,terminal_B_gate_9,220,True,2.1705282760385476,2024-01-10 08:11:57.231696560,False,,2024-01-10,Wednesday,False
FL01100002,B737,2024-01-10 08:27:25,2024-01-10 09:21:25,remote_stand_4,189,True,7.307237030253369,2024-01-10 08:34:43.434221818,False,,2024-01-10,Wednesday,False
FL01100079,A321,2024-01-10 08:34:14,2024-01-10 09:34:14,remote_stand_14,220,False,36.91535810940386,2024-01-10 09:11:08.921486564,False,,2024-01-10,Wednesday,False
FL01100020,A321,2024-01-10 08:36:35,2024-01-10 09:36:35,remote_stand_14,220,True,9.758503718518908,2024-01-10 08:46:20.510223110,False,,2024-01-10,Wednesday,False
FL01100090,B737,2024-01-10 08:38:51,2024-01-10 09:32:51,remote_stand_9,189,True,8.994754187810294,2024-01-10 08:47:50.685251268,False,,2024-01-10,Wednesday,False
FL01100010,B777,2024-01-10 08:42:15,2024-01-10 10:30:15,terminal_A_gate_11,396,True,28.625412406012856,2024-01-10 09:10:52.524744360,False,,2024-01-10,Wednesday,False
FL01100040,A320,2024-01-10 08:43:41,2024-01-10 09:37:41,terminal_C_gate_1,180,False,10.800989202070033,2024-01-10 08:54:29.059352126,True,refueling,2024-01-10,Wednesday,False
FL01100025,A350,2024-01-10 08:44:57,2024-01-10 10:26:57,terminal_D_gate_1,366,False,4.980624172857532,2024-01-10 08:49:55.837450374,False,,2024-01-10,Wednesday,False
FL01100008,B737,2024-01-10 08:48:48,2024-01-10 09:42:48,terminal_D_gate_4,189,True,9.504130791231486,2024-01-10 08:58:18.247847472,False,,2024-01-10,Wednesday,False
FL01100108,A320,2024-01-10 09:15:23,2024-01-10 10:09:23,terminal_B_gate_6,180,True,3.677210940889901,2024-01-10 09:19:03.632656454,False,,2024-01-10,Wednesday,False
FL01100015,B777,2024-01-10 09:32:02,2024-01-10 11:20:02,terminal_C_gate_6,396,False,8.710772933034223,2024-01-10 09:40:44.646375980,False,,2024-01-10,Wednesday,False
FL01100056,A320,2024-01-10 09:44:08,2024-01-10 10:38:08,remote_stand_7,180,False,9.007150058783015,2024-01-10 09:53:08.429003528,False,,2024-01-10,Wednesday,False
FL01100096,A320,2024-01-10 09:47:21,2024-01-10 10:41:21,remote_stand_15,180,True,4.787268946795819,2024-01-10 09:52:08.236136808,False,,2024-01-10,Wednesday,False
FL01100103,B777,2024-01-10 09:55:32,2024-01-10 11:43:32,terminal_A_gate_6,396,True,2.7922209277623544,2024-01-10 09:58:19.533255668,False,,2024-01-10,Wednesday,False
FL01100067,B777,2024-01-10 10:30:40,2024-01-10 12:18:40,terminal_C_gate_4,396,True,15.877801416853615,2024-01-10 10:46:32.668085014,False,,2024-01-10,Wednesday,False
FL01100022,A320,2024-01-10 11:14:30,2024-01-10 12:08:30,remote_stand_10,180,False,2.803782452107415,2024-01-10 11:17:18.226947126,False,,2024-01-10,Wednesday,False
FL01100092,A320,2024-01-10 11:58:29,2024-01-10 12:52:29,terminal_B_gate_9,180,True,7.466970967044999,2024-01-10 12:05:57.018258020,False,,2024-01-10,Wednesday,False
FL01100070,B737,2024-01-10 13:04:04,2024-01-10 13:58:04,remote_stand_5,189,False,4.798130275847501,2024-01-10 13:08:51.887816548,False,,2024-01-10,Wednesday,False
FL01100087,B737,2024-01-10 13:07:27,2024-01-10 14:01:27,terminal_B_gate_4,189,True,10.178366644332794,2024-01-10 13:17:37.701998658,False,,2024-01-10,Wednesday,False
FL01100038,A321,2024-01-10 13:10:06,2024-01-10 14:10:06,terminal_D_gate_4,220,False,20.939538643207037,2024-01-10 13:31:02.372318592,False,,2024-01-10,Wednesday,False
FL01100106,A321,2024-01-10 13:11:27,2024-01-10 14:11:27,terminal_A_gate_9,220,False,11.33555138885857,2024-01-10 13:22:47.133083334,False,,2024-01-10,Wednesday,False
