flight_id,task_name,duration,required_vehicles,predecessors,earliest_start,actual_start,actual_end
FL01020039,cargo_unload,21,"['cargo_loader', 'cargo_loader']",['deplaning'],,,
FL01020039,refueling,21,"['fuel_truck', 'fuel_truck']",['deplaning'],,,
FL01020039,catering,31,"['catering_truck', 'catering_truck']","['deplaning', 'cleaning']",,,
FL01020039,cleaning,27,"['cleaning_crew', 'cleaning_crew']",['deplaning'],,,
FL01020039,water_service,11,['water_truck'],['deplaning'],,,
FL01020039,lavatory_service,9,['lavatory_truck'],['deplaning'],,,
FL01020039,cargo_load,21,"['cargo_loader', 'cargo_loader']","['cargo_unload', 'cleaning']",,,
FL01020039,boarding,22,"['jetbridge', 'passenger_stairs']","['cleaning', 'catering']",,,
FL01020039,pushback,5,['tug'],"['boarding', 'cargo_load', 'refueling', 'lavatory_service']",,,
FL01020058,deplaning,7,['passenger_stairs'],[],,,
FL01020058,cargo_unload,10,['baggage_loader'],['deplaning'],,,
FL01020058,refueling,11,['fuel_truck'],['deplaning'],,,
FL01020058,catering,13,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01020058,cleaning,25,['cleaning_crew'],['deplaning'],,,
FL01020058,water_service,7,['water_truck'],['deplaning'],,,
FL01020058,cargo_load,10,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01020058,boarding,19,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01020058,pushback,4,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01020011,deplaning,8,['passenger_stairs'],[],,,
FL01020011,cargo_unload,14,['baggage_loader'],['deplaning'],,,
FL01020011,refueling,11,['fuel_truck'],['deplaning'],,,
FL01020011,catering,17,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01020011,cleaning,22,['cleaning_crew'],['deplaning'],,,
FL01020011,water_service,8,['water_truck'],['deplaning'],,,
FL01020011,cargo_load,9,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01020011,boarding,14,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01020011,pushback,5,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01020036,deplaning,7,['passenger_stairs'],[],,,
FL01020036,cargo_unload,12,['baggage_loader'],['deplaning'],,,
FL01020036,refueling,12,['fuel_truck'],['deplaning'],,,
FL01020036,catering,21,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01020036,cleaning,19,['cleaning_crew'],['deplaning'],,,
FL01020036,water_service,8,['water_truck'],['deplaning'],,,
FL01020036,cargo_load,12,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01020036,boarding,20,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01020036,pushback,4,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01020043,deplaning,8,['passenger_stairs'],[],,,
FL01020043,cargo_unload,8,['baggage_loader'],['deplaning'],,,
FL01020043,refueling,10,['fuel_truck'],['deplaning'],,,
FL01020043,catering,14,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01020043,cleaning,21,['cleaning_crew'],['deplaning'],,,
FL01020043,water_service,7,['water_truck'],['deplaning'],,,
FL01020043,cargo_load,9,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01020043,boarding,13,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01020043,pushback,4,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01020024,deplaning,5,['passenger_stairs'],[],,,
FL01020024,cargo_unload,12,['baggage_loader'],['deplaning'],,,
FL01020024,refueling,12,['fuel_truck'],['deplaning'],,,
FL01020024,catering,15,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01020024,cleaning,18,['cleaning_crew'],['deplaning'],,,
FL01020024,water_service,6,['water_truck'],['deplaning'],,,
FL01020024,cargo_load,9,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01020024,boarding,18,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01020024,pushback,5,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01020063,deplaning,7,['passenger_stairs'],[],,,
FL01020063,cargo_unload,9,['baggage_loader'],['deplaning'],,,
FL01020063,refueling,13,['fuel_truck'],['deplaning'],,,
FL01020063,catering,15,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01020063,cleaning,26,['cleaning_crew'],['deplaning'],,,
FL01020063,water_service,8,['water_truck'],['deplaning'],,,
FL01020063,cargo_load,8,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01020063,boarding,16,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01020063,pushback,5,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01020010,deplaning,6,['passenger_stairs'],[],,,
FL01020010,cargo_unload,12,['baggage_loader'],['deplaning'],,,
FL01020010,refueling,11,['fuel_truck'],['deplaning'],,,
FL01020010,catering,12,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01020010,cleaning,21,['cleaning_crew'],['deplaning'],,,
FL01020010,water_service,9,['water_truck'],['deplaning'],,,
FL01020010,cargo_load,10,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01020010,boarding,18,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01020010,pushback,4,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01020023,deplaning,8,['passenger_stairs'],[],,,
FL01020023,cargo_unload,8,['baggage_loader'],['deplaning'],,,
FL01020023,refueling,9,['fuel_truck'],['deplaning'],,,
FL01020023,catering,13,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01020023,cleaning,21,['cleaning_crew'],['deplaning'],,,
FL01020023,water_service,8,['water_truck'],['deplaning'],,,
FL01020023,cargo_load,8,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01020023,boarding,17,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01020023,pushback,5,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01020065,deplaning,5,['passenger_stairs'],[],,,
FL01020065,cargo_unload,10,['baggage_loader'],['deplaning'],,,
FL01020065,refueling,9,['fuel_truck'],['deplaning'],,,
FL01020065,catering,16,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01020065,cleaning,17,['cleaning_crew'],['deplaning'],,,
FL01020065,water_service,6,['water_truck'],['deplaning'],,,
FL01020065,cargo_load,8,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01020065,boarding,15,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01020065,pushback,5,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01020109,deplaning,13,"['jetbridge', 'passenger_stairs']",[],,,
FL01020109,cargo_unload,20,"['cargo_loader', 'cargo_loader']",['deplaning'],,,
FL01020109,refueling,21,"['fuel_truck', 'fuel_truck']",['deplaning'],,,
FL01020109,catering,34,"['catering_truck', 'catering_truck']","['deplaning', 'cleaning']",,,
FL01020109,cleaning,37,"['cleaning_crew', 'cleaning_crew']",['deplaning'],,,
FL01020109,water_service,12,['water_truck'],['deplaning'],,,
FL01020109,lavatory_service,10,['lavatory_truck'],['deplaning'],,,
FL01020109,cargo_load,28,"['cargo_loader', 'cargo_loader']","['cargo_unload', 'cleaning']",,,
FL01020109,boarding,21,"['jetbridge', 'passenger_stairs']","['cleaning', 'catering']",,,
FL01020109,pushback,7,['tug'],"['boarding', 'cargo_load', 'refueling', 'lavatory_service']",,,
FL01020054,deplaning,5,['passenger_stairs'],[],,,
FL01020054,cargo_unload,11,['baggage_loader'],['deplaning'],,,
FL01020054,refueling,11,['fuel_truck'],['deplaning'],,,
FL01020054,catering,16,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01020054,cleaning,23,['cleaning_crew'],['deplaning'],,,
FL01020054,water_service,6,['water_truck'],['deplaning'],,,
FL01020054,cargo_load,11,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01020054,boarding,15,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01020054,pushback,5,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01020022,deplaning,7,['passenger_stairs'],[],,,
FL01020022,cargo_unload,9,['baggage_loader'],['deplaning'],,,
FL01020022,refueling,9,['fuel_truck'],['deplaning'],,,
FL01020022,catering,17,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01020022,cleaning,18,['cleaning_crew'],['deplaning'],,,
FL01020022,water_service,9,['water_truck'],['deplaning'],,,
FL01020022,cargo_load,11,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01020022,boarding,12,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01020022,pushback,4,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01020037,deplaning,16,"['jetbridge', 'passenger_stairs']",[],,,
FL01020037,cargo_unload,27,"['cargo_loader', 'cargo_loader']",['deplaning'],,,
FL01020037,refueling,20,"['fuel_truck', 'fuel_truck']",['deplaning'],,,
FL01020037,catering,31,"['catering_truck', 'catering_truck']","['deplaning', 'cleaning']",,,
FL01020037,cleaning,31,"['cleaning_crew', 'cleaning_crew']",['deplaning'],,,
FL01020037,water_service,10,['water_truck'],['deplaning'],,,
FL01020037,lavatory_service,10,['lavatory_truck'],['deplaning'],,,
FL01020037,cargo_load,26,"['cargo_loader', 'cargo_loader']","['cargo_unload', 'cleaning']",,,
FL01020037,boarding,23,"['jetbridge', 'passenger_stairs']","['cleaning', 'catering']",,,
FL01020037,pushback,6,['tug'],"['boarding', 'cargo_load', 'refueling', 'lavatory_service']",,,
FL01020085,deplaning,12,"['jetbridge', 'passenger_stairs']",[],,,
FL01020085,cargo_unload,21,"['cargo_loader', 'cargo_loader']",['deplaning'],,,
FL01020085,refueling,23,"['fuel_truck', 'fuel_truck']",['deplaning'],,,
FL01020085,catering,34,"['catering_truck', 'catering_truck']","['deplaning', 'cleaning']",,,
FL01020085,cleaning,32,"['cleaning_crew', 'cleaning_crew']",['deplaning'],,,
FL01020085,water_service,11,['water_truck'],['deplaning'],,,
FL01020085,lavatory_service,9,['lavatory_truck'],['deplaning'],,,
FL01020085,cargo_load,21,"['cargo_loader', 'cargo_loader']","['cargo_unload', 'cleaning']",,,
FL01020085,boarding,21,"['jetbridge', 'passenger_stairs']","['cleaning', 'catering']",,,
FL01020085,pushback,7,['tug'],"['boarding', 'cargo_load', 'refueling', 'lavatory_service']",,,
FL01020026,deplaning,7,['passenger_stairs'],[],,,
FL01020026,cargo_unload,8,['baggage_loader'],['deplaning'],,,
FL01020026,refueling,12,['fuel_truck'],['deplaning'],,,
FL01020026,catering,12,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01020026,cleaning,23,['cleaning_crew'],['deplaning'],,,
FL01020026,water_service,9,['water_truck'],['deplaning'],,,
FL01020026,cargo_load,11,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01020026,boarding,15,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01020026,pushback,5,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01020020,deplaning,6,['passenger_stairs'],[],,,
FL01020020,cargo_unload,9,['baggage_loader'],['deplaning'],,,
FL01020020,refueling,9,['fuel_truck'],['deplaning'],,,
FL01020020,catering,14,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01020020,cleaning,18,['cleaning_crew'],['deplaning'],,,
FL01020020,water_service,7,['water_truck'],['deplaning'],,,
FL01020020,cargo_load,10,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01020020,boarding,17,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01020020,pushback,4,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01020047,deplaning,8,['passenger_stairs'],[],,,
FL01020047,cargo_unload,10,['baggage_loader'],['deplaning'],,,
FL01020047,refueling,11,['fuel_truck'],['deplaning'],,,
FL01020047,catering,17,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01020047,cleaning,20,['cleaning_crew'],['deplaning'],,,
FL01020047,water_service,8,['water_truck'],['deplaning'],,,
FL01020047,cargo_load,11,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01020047,boarding,12,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01020047,pushback,4,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01020041,deplaning,13,"['jetbridge', 'passenger_stairs']",[],,,
FL01020041,cargo_unload,22,"['cargo_loader', 'cargo_loader']",['deplaning'],,,
FL01020041,refueling,21,"['fuel_truck', 'fuel_truck']",['deplaning'],,,
FL01020041,catering,29,"['catering_truck', 'catering_truck']","['deplaning', 'cleaning']",,,
FL01020041,cleaning,39,"['cleaning_crew', 'cleaning_crew']",['deplaning'],,,
FL01020041,water_service,14,['water_truck'],['deplaning'],,,
FL01020041,lavatory_service,9,['lavatory_truck'],['deplaning'],,,
FL01020041,cargo_load,25,"['cargo_loader', 'cargo_loader']","['cargo_unload', 'cleaning']",,,
FL01020041,boarding,20,"['jetbridge', 'passenger_stairs']","['cleaning', 'catering']",,,
FL01020041,pushback,6,['tug'],"['boarding', 'cargo_load', 'refueling', 'lavatory_service']",,,
FL01020032,deplaning,5,['passenger_stairs'],[],,,
FL01020032,cargo_unload,12,['baggage_loader'],['deplaning'],,,
FL01020032,refueling,11,['fuel_truck'],['deplaning'],,,
FL01020032,catering,13,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01020032,cleaning,21,['cleaning_crew'],['deplaning'],,,
FL01020032,water_service,7,['water_truck'],['deplaning'],,,
FL01020032,cargo_load,13,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01020032,boarding,16,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01020032,pushback,4,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01020064,deplaning,5,['passenger_stairs'],[],,,
FL01020064,cargo_unload,11,['baggage_loader'],['deplaning'],,,
FL01020064,refueling,11,['fuel_truck'],['deplaning'],,,
FL01020064,catering,14,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01020064,cleaning,18,['cleaning_crew'],['deplaning'],,,
FL01020064,water_service,8,['water_truck'],['deplaning'],,,
FL01020064,cargo_load,9,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01020064,boarding,15,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01020064,pushback,5,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01020015,deplaning,6,['passenger_stairs'],[],,,
FL01020015,cargo_unload,12,['baggage_loader'],['deplaning'],,,
FL01020015,refueling,10,['fuel_truck'],['deplaning'],,,
FL01020015,catering,16,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01020015,cleaning,20,['cleaning_crew'],['deplaning'],,,
FL01020015,water_service,7,['water_truck'],['deplaning'],,,
FL01020015,cargo_load,12,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01020015,boarding,13,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01020015,pushback,5,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01020079,deplaning,8,['passenger_stairs'],[],,,
FL01020079,cargo_unload,11,['baggage_loader'],['deplaning'],,,
FL01020079,refueling,13,['fuel_truck'],['deplaning'],,,
FL01020079,catering,15,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01020079,cleaning,18,['cleaning_crew'],['deplaning'],,,
FL01020079,water_service,9,['water_truck'],['deplaning'],,,
FL01020079,cargo_load,11,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01020079,boarding,17,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01020079,pushback,5,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01020087,deplaning,6,['passenger_stairs'],[],,,
FL01020087,cargo_unload,9,['baggage_loader'],['deplaning'],,,
FL01020087,refueling,10,['fuel_truck'],['deplaning'],,,
FL01020087,catering,13,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01020087,cleaning,17,['cleaning_crew'],['deplaning'],,,
FL01020087,water_service,9,['water_truck'],['deplaning'],,,
FL01020087,cargo_load,10,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01020087,boarding,17,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01020087,pushback,4,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01020017,deplaning,6,['passenger_stairs'],[],,,
FL01020017,cargo_unload,11,['baggage_loader'],['deplaning'],,,
FL01020017,refueling,13,['fuel_truck'],['deplaning'],,,
FL01020017,catering,16,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01020017,cleaning,17,['cleaning_crew'],['deplaning'],,,
FL01020017,water_service,7,['water_truck'],['deplaning'],,,
FL01020017,cargo_load,8,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01020017,boarding,15,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01020017,pushback,5,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01020012,deplaning,5,['passenger_stairs'],[],,,
FL01020012,cargo_unload,9,['baggage_loader'],['deplaning'],,,
FL01020012,refueling,13,['fuel_truck'],['deplaning'],,,
FL01020012,catering,16,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01020012,cleaning,18,['cleaning_crew'],['deplaning'],,,
FL01020012,water_service,8,['water_truck'],['deplaning'],,,
FL01020012,cargo_load,11,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01020012,boarding,13,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01020012,pushback,4,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01020072,deplaning,15,"['jetbridge', 'passenger_stairs']",[],,,
FL01020072,cargo_unload,25,"['cargo_loader', 'cargo_loader']",['deplaning'],,,
FL01020072,refueling,17,"['fuel_truck', 'fuel_truck']",['deplaning'],,,
FL01020072,catering,30,"['catering_truck', 'catering_truck']","['deplaning', 'cleaning']",,,
FL01020072,cleaning,30,"['cleaning_crew', 'cleaning_crew']",['deplaning'],,,
FL01020072,water_service,12,['water_truck'],['deplaning'],,,
FL01020072,lavatory_service,9,['lavatory_truck'],['deplaning'],,,
FL01020072,cargo_load,29,"['cargo_loader', 'cargo_loader']","['cargo_unload', 'cleaning']",,,
FL01020072,boarding,21,"['jetbridge', 'passenger_stairs']","['cleaning', 'catering']",,,
FL01020072,pushback,5,['tug'],"['boarding', 'cargo_load', 'refueling', 'lavatory_service']",,,
FL01020108,deplaning,7,['passenger_stairs'],[],,,
FL01020108,cargo_unload,10,['baggage_loader'],['deplaning'],,,
FL01020108,refueling,11,['fuel_truck'],['deplaning'],,,
FL01020108,catering,17,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01020108,cleaning,25,['cleaning_crew'],['deplaning'],,,
FL01020108,water_service,7,['water_truck'],['deplaning'],,,
FL01020108,cargo_load,13,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01020108,boarding,15,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01020108,pushback,5,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01020013,deplaning,15,"['jetbridge', 'passenger_stairs']",[],,,
FL01020013,cargo_unload,24,"['cargo_loader', 'cargo_loader']",['deplaning'],,,
FL01020013,refueling,21,"['fuel_truck', 'fuel_truck']",['deplaning'],,,
FL01020013,catering,29,"['catering_truck', 'catering_truck']","['deplaning', 'cleaning']",,,
FL01020013,cleaning,39,"['cleaning_crew', 'cleaning_crew']",['deplaning'],,,
FL01020013,water_service,10,['water_truck'],['deplaning'],,,
FL01020013,lavatory_service,8,['lavatory_truck'],['deplaning'],,,
FL01020013,cargo_load,29,"['cargo_loader', 'cargo_loader']","['cargo_unload', 'cleaning']",,,
FL01020013,boarding,21,"['jetbridge', 'passenger_stairs']","['cleaning', 'catering']",,,
FL01020013,pushback,6,['tug'],"['boarding', 'cargo_load', 'refueling', 'lavatory_service']",,,
FL01020081,deplaning,6,['passenger_stairs'],[],,,
FL01020081,cargo_unload,11,['baggage_loader'],['deplaning'],,,
FL01020081,refueling,13,['fuel_truck'],['deplaning'],,,
FL01020081,catering,13,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01020081,cleaning,18,['cleaning_crew'],['deplaning'],,,
FL01020081,water_service,7,['water_truck'],['deplaning'],,,
FL01020081,cargo_load,10,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01020081,boarding,13,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01020081,pushback,4,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01020075,deplaning,7,['passenger_stairs'],[],,,
FL01020075,cargo_unload,12,['baggage_loader'],['deplaning'],,,
FL01020075,refueling,14,['fuel_truck'],['deplaning'],,,
FL01020075,catering,17,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01020075,cleaning,28,['cleaning_crew'],['deplaning'],,,
FL01020075,water_service,9,['water_truck'],['deplaning'],,,
FL01020075,cargo_load,11,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01020075,boarding,14,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01020075,pushback,5,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01020033,deplaning,9,['passenger_stairs'],[],,,
FL01020033,cargo_unload,11,['baggage_loader'],['deplaning'],,,
FL01020033,refueling,13,['fuel_truck'],['deplaning'],,,
FL01020033,catering,17,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01020033,cleaning,19,['cleaning_crew'],['deplaning'],,,
FL01020033,water_service,10,['water_truck'],['deplaning'],,,
FL01020033,cargo_load,12,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01020033,boarding,17,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01020033,pushback,5,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01020103,deplaning,7,['passenger_stairs'],[],,,
FL01020103,cargo_unload,10,['baggage_loader'],['deplaning'],,,
FL01020103,refueling,12,['fuel_truck'],['deplaning'],,,
FL01020103,catering,15,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01020103,cleaning,18,['cleaning_crew'],['deplaning'],,,
FL01020103,water_service,8,['water_truck'],['deplaning'],,,
FL01020103,cargo_load,12,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01020103,boarding,14,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01020103,pushback,4,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01020046,deplaning,7,['passenger_stairs'],[],,,
FL01020046,cargo_unload,12,['baggage_loader'],['deplaning'],,,
FL01020046,refueling,15,['fuel_truck'],['deplaning'],,,
FL01020046,catering,18,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01020046,cleaning,26,['cleaning_crew'],['deplaning'],,,
FL01020046,water_service,9,['water_truck'],['deplaning'],,,
FL01020046,cargo_load,11,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01020046,boarding,14,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01020046,pushback,4,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01020092,deplaning,7,['passenger_stairs'],[],,,
FL01020092,cargo_unload,9,['baggage_loader'],['deplaning'],,,
FL01020092,refueling,10,['fuel_truck'],['deplaning'],,,
FL01020092,catering,17,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01020092,cleaning,18,['cleaning_crew'],['deplaning'],,,
FL01020092,water_service,9,['water_truck'],['deplaning'],,,
FL01020092,cargo_load,10,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01020092,boarding,16,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01020092,pushback,5,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01020089,deplaning,16,"['jetbridge', 'passenger_stairs']",[],,,
FL01020089,cargo_unload,29,"['cargo_loader', 'cargo_loader']",['deplaning'],,,
FL01020089,refueling,22,"['fuel_truck', 'fuel_truck']",['deplaning'],,,
FL01020089,catering,35,"['catering_truck', 'catering_truck']","['deplaning', 'cleaning']",,,
FL01020089,cleaning,35,"['cleaning_crew', 'cleaning_crew']",['deplaning'],,,
FL01020089,water_service,11,['water_truck'],['deplaning'],,,
FL01020089,lavatory_service,11,['lavatory_truck'],['deplaning'],,,
FL01020089,cargo_load,23,"['cargo_loader', 'cargo_loader']","['cargo_unload', 'cleaning']",,,
FL01020089,boarding,29,"['jetbridge', 'passenger_stairs']","['cleaning', 'catering']",,,
FL01020089,pushback,7,['tug'],"['boarding', 'cargo_load', 'refueling', 'lavatory_service']",,,
FL01020095,deplaning,6,['passenger_stairs'],[],,,
FL01020095,cargo_unload,10,['baggage_loader'],['deplaning'],,,
FL01020095,refueling,19,['fuel_truck'],['deplaning'],,,
FL01020095,catering,16,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01020095,cleaning,22,['cleaning_crew'],['deplaning'],,,
FL01020095,water_service,8,['water_truck'],['deplaning'],,,
FL01020095,cargo_load,12,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01020095,boarding,19,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01020095,pushback,5,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01020042,deplaning,15,"['jetbridge', 'passenger_stairs']",[],,,
FL01020042,cargo_unload,24,"['cargo_loader', 'cargo_loader']",['deplaning'],,,
FL01020042,refueling,25,"['fuel_truck', 'fuel_truck']",['deplaning'],,,
FL01020042,catering,33,"['catering_truck', 'catering_truck']","['deplaning', 'cleaning']",,,
FL01020042,cleaning,30,"['cleaning_crew', 'cleaning_crew']",['deplaning'],,,
FL01020042,water_service,10,['water_truck'],['deplaning'],,,
FL01020042,lavatory_service,8,['lavatory_truck'],['deplaning'],,,
FL01020042,cargo_load,23,"['cargo_loader', 'cargo_loader']","['cargo_unload', 'cleaning']",,,
FL01020042,boarding,23,"['jetbridge', 'passenger_stairs']","['cleaning', 'catering']",,,
FL01020042,pushback,6,['tug'],"['boarding', 'cargo_load', 'refueling', 'lavatory_service']",,,
FL01020002,deplaning,12,"['jetbridge', 'passenger_stairs']",[],,,
FL01020002,cargo_unload,21,"['cargo_loader', 'cargo_loader']",['deplaning'],,,
FL01020002,refueling,15,"['fuel_truck', 'fuel_truck']",['deplaning'],,,
FL01020002,catering,25,"['catering_truck', 'catering_truck']","['deplaning', 'cleaning']",,,
FL01020002,cleaning,37,"['cleaning_crew', 'cleaning_crew']",['deplaning'],,,
FL01020002,water_service,11,['water_truck'],['deplaning'],,,
FL01020002,lavatory_service,7,['lavatory_truck'],['deplaning'],,,
FL01020002,cargo_load,24,"['cargo_loader', 'cargo_loader']","['cargo_unload', 'cleaning']",,,
FL01020002,boarding,23,"['jetbridge', 'passenger_stairs']","['cleaning', 'catering']",,,
FL01020002,pushback,6,['tug'],"['boarding', 'cargo_load', 'refueling', 'lavatory_service']",,,
FL01020099,deplaning,12,"['jetbridge', 'passenger_stairs']",[],,,
FL01020099,cargo_unload,21,"['cargo_loader', 'cargo_loader']",['deplaning'],,,
FL01020099,refueling,21,"['fuel_truck', 'fuel_truck']",['deplaning'],,,
FL01020099,catering,22,"['catering_truck', 'catering_truck']","['deplaning', 'cleaning']",,,
FL01020099,cleaning,34,"['cleaning_crew', 'cleaning_crew']",['deplaning'],,,
FL01020099,water_service,11,['water_truck'],['deplaning'],,,
FL01020099,lavatory_service,7,['lavatory_truck'],['deplaning'],,,
FL01020099,cargo_load,24,"['cargo_loader', 'cargo_loader']","['cargo_unload', 'cleaning']",,,
FL01020099,boarding,19,"['jetbridge', 'passenger_stairs']","['cleaning', 'catering']",,,
FL01020099,pushback,5,['tug'],"['boarding', 'cargo_load', 'refueling', 'lavatory_service']",,,
FL01020102,deplaning,6,['passenger_stairs'],[],,,
FL01020102,cargo_unload,9,['baggage_loader'],['deplaning'],,,
FL01020102,refueling,13,['fuel_truck'],['deplaning'],,,
FL01020102,catering,14,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01020102,cleaning,19,['cleaning_crew'],['deplaning'],,,
FL01020102,water_service,7,['water_truck'],['deplaning'],,,
FL01020102,cargo_load,11,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
